QUEST_20150317_000001	Please select the user requiring a quest update.
QUEST_20220204_014056	Place Goods for Offering before the Goddess Statues in Tenet Garden, Manahas, Forest of Prayer, Penitence Route of Cathedral, and Rasvoy Lake – then pray.{nl}Do this and return here, and I will approve you for the Exorcist test.	테넷 화원, 마나하스, 기원의 숲, 대성당 참회로, 래스보이 호숫가에 있는 여신상에 봉헌품을 올리고 기도를 올리세요.{nl}올리고 오시면 당신이 엑소시스트 시험 응시에 충분한 자격이 있음을 인정하겠습니다.	QUEST_20180629_009722	Place Goods for Offering before the Goddess Statues in Mochia Forest, Manahas, Forest of Prayer, Penitence Route of Cathedral, and Rasvoy Lake – then pray.{nl}Do this and return here, and I will approve you for the Exorcist test.	모치아 숲, 마나하스, 기원의 숲, 대성당 참회로, 래스보이 호숫가에 있는 여신상에 봉헌품을 올리고 기도를 올리세요.{nl}올리고 오시면 당신이 엑소시스트 시험 응시에 충분한 자격이 있음을 인정하겠습니다.	크리비 마스터
QUEST_20220204_014057	This should be enough for both husband and wife so please deliver this to them.	부부가 같이 먹을 수 있을 만큼의 양을 준비했으니 약을 제작해서 부부에게 전달하세요.	QUEST_20180629_009874	This should be enough for both husband and wife so please deliver this to them.	부부가 같이 먹을 수 있을만큼의 양을 준비했으니 약을 제작해서 부부에게 전달하세요.	플레이그 닥터  마스터
QUEST_20220204_014058	We are not selling antidote at the moment, but there may be some in the inventory.{nl}I'll give you this.	해독제라면 지금은 팔고있지 않지만 남은 재고가 있어요.{nl}이걸 드릴게요.				잡화 상인 미리나
QUEST_20220204_014059	In the year 1092, less than 100 years after the celebration of Millenary, {nl}the Divine Tree suddenly surged from the ground and damaged many cities in its wake.{nl}	왕국 건국 1092년, 천년제를 치른 뒤 백년도 채 안되었을 때의 일이다.{nl}신수가 갑자기 솟구쳐 오르면서 수도와 많은 도시가 피해를 입었다.{nl}	QUEST_20150317_000615	In the year 1091, less than 100 years after the celebration of Millenary, {nl}the Divine Tree suddenly surged from the ground and damaged many cities in its wake.	왕국 건국 1091년, 천년제를 치른 뒤 백년도 채 안되었을 때의 일이다.{nl}신수가 갑자기 솟구쳐 오르면서 수도와 많은 도시가 피해를 입었다.{nl}	신수의 날의 기록
QUEST_20220204_014060	{#003399}Tip 3{/}{nl}{#003399} Since some Arts have balance adjusted, following classes is given [Arts Reset Potion (1 Day)] of specific Arts.{/}{nl}{#FF0000} - Linker (Joint Penalty: Chain Heart){/}{nl} - Rogue(Lachrymator: Lethal Gas){/}	{#003399}Tip 3{/}{nl}{#003399}일부 아츠가 밸런스 조정됨에 따라 아래 클래스는 특정 아츠의 [아츠 초기화 포션 (1일)]을 지급받습니다.{/}{nl}{#FF0000} - 링커(조인트 페널티: 체인 하트){nl} - 로그(최루: 살상 가스){/}	QUEST_20211217_014004	{#003399}Tip 3{/}{nl}{#003399} Since some Arts have balance adjusted, following classes is given [Arts Reset Potion (1 Day)] of specific Arts.{/}{nl}{#FF0000} - Monk (Monk: Nirvana){/}{nl}{#FF0000} - Exorcist (Katadikazo: Flame Spear)	{#003399}Tip 3{/}{nl}{#003399}일부 아츠가 밸런스 조정됨에 따라 아래 클래스는 특정 아츠의 [아츠 초기화 포션 (1일)]을 지급받습니다.{/}{nl}{#FF0000} - 몽크(몽크: 해탈){/}{nl}{#FF0000} - 엑소시스트(카타디카조: 화염의 창)	초기화 지원 도우미
QUEST_20220204_014061	[Tip]{nl}Receive omitted rewards due to Achievement Team Merge Update.{nl}{#ff0000}1 time per team, the reward will be given according to the riddle status.{/}	[Tip]{nl}업적 팀 통합 업데이트로 인해 누락된 보상을 획득합니다.{nl}{#ff0000}팀 당 1회, 현재 수수께끼 진행도에 맞춰 보상을 지급합니다.{/}				PC
QUEST_20220204_014062	Reward for Collection: Explorer Finds is given.{nl}You can destroy the additionally received reward.	탐험 중의 발견 콜렉션 보상이 지급되었습니다.{nl}추가로 수령한 보상은 파괴할 수 있습니다.				PC
QUEST_20220204_014063	Soldiers in bad shape is taken away by someone near the Nheto Forest.	네토 숲 근처에서 상태가 이상한 병사들이 누군가에게 이끌려 가고 있는 걸 봤다고 하더군요.	QUEST_20180629_009962	Some soldiers were spotted being lead someplace by someone near Nheto Forest.{nl}They say that the soldiers were acting a bit funny.	네토 숲 근처에서 병사들이 누군가에게 어디론가 이끌려 가고 있었다고 하더군요.{nl}병사들의 상태도 이상했다고 하고요.	잡화 상인 뮤라스
QUEST_20220204_014064	Finding the goddesses is crucial to restoring peace in our world.{nl}We will not hesitate to sacrifice whatever we must in order to find the Goddess. That is what we are willing to do, no matter what it takes.	무엇보다 현재의 우리가 여신의 뜻을 따르기 위해서는 사라진 여신을 찾아 이 혼란을 수습해야 합니다.{nl}우리 교단은 여신을 되찾기 위해서라면 어떠한 희생도 감내하고 수단과 방법을 가리지 않을 것입니다.	QUEST_20171128_006772	Finding the goddesses is crucial to restoring peace in our world.{nl}We will not hesitate to sacrifice whatever we must in order to find Them. That is what we are willing to do, no matter what it takes.	현재의 우리가 여신의 뜻을 따르기 위해선 그 무엇보다 여신을 다시 찾아 이 혼란을 수습하는 것이지요.{nl}우리는 여신을 되찾기 위해서는 어떠한 희생도 감내하며 수단과 방법을 가리지 않을 것입니다.	질럿 마스터
QUEST_20220204_014065	Hello!{nl}I'm Geraldasia, Geraldas' little sister. The Kedora Merchant Alliance decided to work with us as Geraldas earned big profit.{nl} {nl} {nl}You can exchange Silver or Ancient Golden Coins into treasures my brother has collected,{nl}or receive Archaeology mission from Kedora Merchant Alliance, excavate the relic and exchange it into an item.	안녕하세요!{nl}저는 게랄다스 오빠의 막내 동생 게랄다시아입니다. 게랄다스 오빠가 큰 돈을 벌어서 케도라 상단에서도 협력하기로 했답니다.{nl} {nl} {nl}실버나 오래된 황금 주화로 게랄다시아 오빠가 모아온 보물과 교환하거나,{nl}케도라 상단에서 주는 고고학 임무를 받고, 발굴한 유물을 다른 물품으로 교환할 수 있답니다.	QUEST_20200514_012156	Hello!{nl}I'm Geraldasia, Geraldas' little sister. The Kedora Merchant Alliance decided to work with us as Geraldas earned big profit.	안녕하세요!{nl}저는 게랄다스 오빠의 막내 동생 게랄다시아입니다. 게랄다스 오빠가 큰 돈을 벌어서 케도라 상단에서도 협력하기로 했답니다.	케도라 상단원 게랄다시아
QUEST_20220204_014066	Remember, I'm the only one who sacrifices for you and causes you pain in this world.	이 세계에서 널 위해 희생하고 네게 고통을 주는 건 나뿐이라는 걸 명심해.				소녀의 환영
QUEST_20220204_014067	Let's head to the Collapsed Sanctum near here.	가까운 무너진 성소로 먼저 가도록 하죠.				센츄리온 마스터
QUEST_20220204_014068	Defeat the enemies gathered in the Degalm Access Road first.	데가름 진입로에 집결한 적들을 먼저 처리하자.				파야우타
QUEST_20220204_014069	I'm fine..	괜찮아..				파야우타
QUEST_20220204_014070	I don't feel good since I broke the Beholder's Bow.	지난번 주시자의 활을 부순 이후로 몸이 조금 이상해.				파야우타
QUEST_20220204_014071	The Black Arrow I shoot that day..	그날 내가 쏘았던 검은 화살..				파야우타
QUEST_20220204_014072	No.	아냐.				파야우타
QUEST_20220204_014073	My colleague in the Delmore Citadel is in danger!{nl}Please help!	델무어 내성에서 제 동료가 위험합니다!{nl}부디 도와주세요!				왕국군 병사
QUEST_20220204_014074	Oh no..{nl}Now that the war situation is negative, we can't lose more soldiers.	이런..{nl}지금은 전황이 열세이니만큼 병사들을 더 잃는 수는 없어.				파야우타
QUEST_20220204_014075	I'm sorry but I will leave here to you.{nl}If it wasn't for you, I wouldn't be able to trust someone to leave here.	미안하지만 여긴 네게 부탁할게.{nl}네가 아니었다면 이렇게 믿고 맡길 수도 없을 거야.				파야우타
QUEST_20220204_014076	I feel like my head is splitting apart..	머리가 깨질 거 같아..				파야우타
QUEST_20220204_014077	I feel weird power inside me..	내 안에서 이상한 힘이 느껴지고 있어..				파야우타
QUEST_20220204_014078	Uh oh..{nl}Maybe we made a scene.	이런..{nl}너무 소란을 피운 모양이야.				파야우타
QUEST_20220204_014079	I...	내가..				파야우타
QUEST_20220204_014080	I will help you. Let's be survive from here.	내가 도와줄 게 일단 여기서 살아남자.				파야우타
QUEST_20220204_014081	Scout Fallen Behind	낙오된 정찰병				
QUEST_20220204_014082	Who..Who are you?{nl}Did the Great General sent you?	누, 누구시죠?{nl}혹시 대장군께서 보내신 겁니까?				낙오된 정찰병
QUEST_20220204_014083	I won't be with you, but I think it would be good for me to take this as an opportunity to take a break.{nl}Be safe.	함께 가지는 못하지만, 이 기회에 나도 좀 쉬는 게 좋을 거 같아.{nl}몸조심해.				파야우타
QUEST_20220204_014084	You've found the scout fallen behind.{nl}It's a relief that both of you are safe.	낙오했던 병사를 찾았구나.{nl}너도 저 병사도 무사해서 다행이야				파야우타
QUEST_20220204_014085	I'll prepare the Detached Force.	서둘러 별동대를 준비할게.				파야우타
QUEST_20220204_014086	I've took enough rest.{nl}Let's find the enemy's leader.	나도 이제 휴식은 충분해.{nl}서둘러 적의 우두머리를 찾자.				파야우타
QUEST_20220204_014087	Disperse around here.	이쯤에서 흩어진다.				라민
QUEST_20220204_014088	Be tense it's middle of the war 	전장 한가운데이니 바짝 긴장해라.				라민
QUEST_20220204_014089	I'll follow you with General Ramin.	라민 대장군과 함께 따라갈게.				파야우타
QUEST_20220204_014090	Demon God Veliuona	마신 벨리우오나				
QUEST_20220204_014091	Hurry.	서둘러 움직이거라.				마신 벨리우오나
QUEST_20220204_014092	Do you really intend to rot the Root of the Divine Tree by wasting your time to these minions?	이런 졸개들에게 시간을 끌려 정말 주시자가 신수의 뿌리를 썩게 할 작정이냐?				마신 벨리우오나
QUEST_20220204_014093	Keep in mind that there's great expectations on you.	지금 너에게 많은 존재들의 기대가 걸려 있다는 걸 명심 하렴.				마신 벨리우오나
QUEST_20220204_014094	It's hard to break in a normal way{nl}There be might be a way to overload the power of crystal	일반적인 방법으로 파괴하기는 힘들다{nl}검은 수정의 힘을 과부하시킬 방법이 있을지도 모른다				PC
QUEST_20220204_014095	Did anything happen?{nl}Maybe a stranger or so..	혹시 무슨 일 없었니?{nl}낯선 사람을 만났다거나..				파야우타
QUEST_20220204_014096	..{nl}I'll talk to you later.{nl}We should focus on finishing the war for now.	..{nl}나중에 이야기하자.{nl}지금은 이 전쟁을 끝내는데 집중하는 게 좋겠어.				파야우타
QUEST_20220204_014097	Reinforcement that Centurion Master sent has just arrived.{nl}Let's hurry.	때마침 센츄리온 마스터가 보낸 증원 병력도 도착했다.{nl}우리도 서둘러 움직인다.				라민
QUEST_20220204_014098	Listen up.	다들 잘 들어라.				라민
QUEST_20220204_014099	We have lost our hometown in Medzio Diena, years ago.{nl}The entire land we are standing on was taken over by the enemy.	우리들은 수년 전, 신수의 날에 고향을 잃었다.{nl}우리가 딛고 서 있던 우리의 땅을 송두리 째 적에게 빼앗겼다.				라민
QUEST_20220204_014100	I guess you all still remember that day.{nl}So do I. We all left here, driven by history that cannot be restored.	여전히 그 날의 기억이 생생할 거다.{nl}나 역시 그러하며, 우리 모두가 되돌릴 수 없는 역사에 떠밀려 이 땅을 떠났다.				라민
QUEST_20220204_014101	However, today.{nl}Look below your feet.	그러나, 오늘.{nl}지금 너희 발 밑을 봐라.				라민
QUEST_20220204_014102	We are standing up again on our land.{nl}And, we are standing in front of the demons who drove us away.	우리는 다시 우리의 땅 위에 섰다.{nl}그리고 우리를 쫓아냈던 마족들이 바로 이 앞에 있다.				라민
QUEST_20220204_014103	The revival of the Kingdom will begin today, right here!	왕국의 부흥이 바로 오늘, 바로 여기서 부터 시작될 거다!				라민
QUEST_20220204_014104	We will liberate the pain of comrades and show the greatness of our human beings to the demons who cursed us!	한 때 전우였던 이들의 고통을 해방시키고 저들에게 저주를 퍼부은 마족에게 우리 인간의 위대함을 보여줄 것이다!				라민
QUEST_20220204_014105	We have no hope once the right front is also blocked.	우측 전선까지 막힌다면 가망이 없다.				라민
QUEST_20220204_014106	Once you clear here up, go to the right front and help Pajauta.	여기가 정리되면 우측 전선으로 가서 파야우타를 도와라.				라민
QUEST_20220204_014107	Seems like there's a problem in the left front.{nl}Let's hurry and breakthrough here before they block this way.	좌측 전선에 문제가 생긴 모양이구나.{nl}여기도 녀석들이 길을 막기 전에 서둘러서 돌파하자.				파야우타
QUEST_20220204_014108	Charge!{nl}It's dying here or never!	돌격하라!{nl}여기를 넘지 못하면 죽을 자격도 없다!				라민
QUEST_20220204_014109	I've heard that the Delmore sacrificed the refugees to have Kruvina experiment..{nl}But never expected this much.	델무어가 피난민을 희생해 크루비나 실험을 했다는 소식을 듣긴했지만..{nl}이렇게 많은 사람들이 희생됐으리라고는 생각치 못했어.				파야우타
QUEST_20220204_014110	How long will Beholder give pain to these innocent people?	주시자는 이 무고한 사람들에게 언제까지 고통을 줄 생각인 걸까?				파야우타
QUEST_20220204_014111	Paulius will be suffering too.	파울루스도 끔찍한 고통을 받고 있을 거야.				파야우타
QUEST_20220204_014112	Many people are still suffering..	여전히 많은 사람들이 고통 받고 있어..				파야우타
QUEST_20220204_014113	Corrupted soldiers set fire to the tree and blocked the way	변질된 병사들이 나무에 불을 질러 길을 차단했다				PC
QUEST_20220204_014114	Something is keeping the door.{nl}This will annihilate soldiers.	무언가 성문을 지키고 있다.{nl}이대로 가다간 병사들이 몰살 당하겠군.				라민
QUEST_20220204_014115	We will rearrange here.{nl}We need to be prepared to fight the demons guarding that gate.	여기서 재정비를 하겠다.{nl}저 성문을 지키고 있는 마족과 싸우기 위해서 우리도 준비가 필요하다.				라민
QUEST_20220204_014116	Pajauta, go to Orsha and send siege weapon here.	파야우타, 오르샤로 가서 공성 장비를 여기로 보내라.				라민
QUEST_20220204_014117	We can't stop here.	우리들은 여기서 멈춰설 수 없다.				라민
QUEST_20220204_014118	It's only Revelator and colleagues you trust who can confront the Beholder.{nl}Collect the colleagues and prepare for the battle.	이 앞으로 나아가 주시자와 맞설 수 있는 인간은 계시자 너와 네가 믿는 동료들 뿐이다.{nl}동료들을 모으고 전투를 준비해라.				라민
QUEST_20220204_014119	Shoot!{nl}Why are you so strong..{nl}How can you fight without fear in front of this overwhelming power?	젠장!{nl}네 녀석은 어째서 그렇게 강한 거냐..{nl}어떻게 이 앞도적인 힘 앞에서 겁먹지 않고 싸울 수 있지?				파울루스
QUEST_20220204_014120	The path that that the Revelator has gone through{nl}is nothing compared to the past you are whining about.	계시자인 저 친구가 겪어온 길은{nl}네가 징징대고 있는 너의 과거에 비할바가 아니야				파야우타
QUEST_20220204_014121	You can never understand what Beholder has done to me for years!	지난 수 년 동안 주시자가 내게 무슨 짓을 했는 지 넌 절대 이해 못해!				파울루스
QUEST_20220204_014122	You're the one who should shut up{nl}I can never understand you{nl}I don't plan to understand you	입 다물 건 너야{nl}난 절대 널 이해하지 못해{nl}이해할 생각이 없으니까				파야우타
QUEST_20220204_014123	Whatever you've gone through,{nl}we can't just ignore the people you trampled here	네가 어떤 고통을 겪어왔던 간에{nl}네가 여기서 짓밟은 사람들의 여생을 눈감아 줄 수 없어				파야우타
QUEST_20220204_014124	Royal Army is up to you.{nl}Are you all set?	왕국군의 운명을 네게 걸겠다.{nl}준비는 끝났나?				라민
QUEST_20220204_014125	I can give you one of the treasures Geraldas collected in exchange for a certain amount of Silver or Ancient Golden Coins.{nl}Will you exchange?	일정량의 실버나 오래된 황금 주화를 주시면 게랄다스 오빠가 모아온 보물과 교환해드립니다.{nl}교환하시겠어요?	QUEST_20200514_012157	I will give you the treasure that Geraldas has been gathered if you give me silver.{nl}I will give you better ones if you give me the Ancient Golden Coin. Do you wish to exchange?	실버를 주시면 게랄다스 오빠가 모아온 보물과 교환해드립니다.{nl}오래된 황금 주화를 주신다면 무료로 더 좋은 물건으로 교환해드립니다. 교환하실래요?	케도라 상단원 게랄다시아
QUEST_20220204_014126	I can give you one of the treasures Geraldas collected in exchange for a certain amount of Silver or Ancient Golden Coins.{nl}If you pay with Silver, the price depends on the tariff rate in the city.{nl}How's it? Will you exchange?	일정량의 실버나 오래된 황금 주화를 주면 게랄다스 형의 보물들 중 하나와 교환해 주지.{nl}실버로 지불한다면 도시 내 적립요율에 따라 변동이 있으니 알아두고.{nl}어때? 교환할래?				케도라 상단원 게랄다손
QUEST_20220204_014127	I can give you one of the treasures Geraldas collected in exchange for a certain amount of Silver or Ancient Golden Coins.{nl}As you know, the amount of Silver depends on the tariff rate in the city.{nl}Will you exchange?	일정량의 실버나 오래된 황금 주화를 주시면 게랄다스 오빠가 모아온 보물과 교환해드립니다.{nl}알고 계시겠지만, 실버로 지불하신다면 도시 내 적립요율에 따라 변동이 있을 수 있어요.{nl}교환하시겠어요?	QUEST_20200514_012160	I will give you a treasure of the big brother Geraldas if you give me some silver.{nl}As you may know, the price differs by the city's tariff rate. I will give you a better treasure if you give me the Ancient Golden Coin. Do you wish to exchange?	실버를 주시면 게랄다스 오빠가 모아온 보물과 교환해드립니다.{nl}알고 계시겠지만, 지불할 실버는 도시 내 적립요율에 따라 변동이 있을 수 있어요. 오래된 황금 주화를 주신다면 무료로 더 좋은 물건으로 교환해드립니다. 교환하실래요?	케도라 상단원 게랄다시아
QUEST_20220204_014128	I am THE Geraldas.{nl}I've been collecting bunch of scra... Hmm Hmm. I mean various treasures around the world.{nl}My treasures are beyond price.{nl} {nl} {nl}I will give you one of them if you pay me with Silver or Ancient Golden Coins,{nl}or receive the Archaeology Mission from Kedora Merchant Alliance and excavate relic to exchange it for an item.	내가 바로 게랄다스지.{nl}온 세상을 돌아다니며 많은 고물.. 아니 보물들을 수집했지.{nl}후후 내 보물의 가치는 측정할 수 없다고.{nl} {nl} {nl}실버나 오래된 황금 주화로 내가 모아온 보물과 교환하거나,{nl}케도라 상단에서 주는 고고학 임무를 받고, 발굴한 유물을 다른 물품으로 교환할 수 있다고.				유랑 상인 게랄다스
QUEST_20220204_014129	I'm the younger brother of Geraldas, Geraldason.{nl}I joined this business to earn money like my big brother.{nl} {nl} {nl}You can have one of the treasures Geraldas collected in exchange for a certain amount of Silver or Ancient Golden Coins,{nl}or receive the Archaeology Mission from Kedora Merchant Alliance and excavate relic to exchange it for an item.	내가 바로 게랄다스 형의 동생 게랄다손이다.{nl}하핫 나도 형처럼 돈을 많이 벌기 위해서 이 사업에 참여했지.{nl} {nl} {nl}실버나 오래된 황금 주화로 게랄다스 형의 보물과 교환하거나,{nl}케도라 상단에서 주는 고고학 임무를 받고, 발굴한 유물을 다른 물품으로 교환할 수 있지.				케도라 상단원 게랄다손
QUEST_20220204_014130	To receive Archaeology Mission from Kedora Merchant Alliance, 5 Transmutors are needed as a fee,{nl}and if you have received Relic from Archaeology Mission, we exchange it for another item we have.	케도라 상단에서 주는 고고학 임무를 수령하시기 위해서는 수수료로 연성제 5개를 필요로 하고,{nl}고고학 임무를 통해 획득한 유물을 가지고 계신다면 다른 아이템으로 교환해드리고 있답니다.				케도라 상단원 게랄다시아
QUEST_20220204_014131	To receive Archaeology Mission from Kedora Merchant Alliance, 5 Transmutors are needed as a fee.{nl}If you already have received Relic from Archaeology Mission, I'll exchange it for another item we have.	케도라 상단에서 주는 고고학 임무를 수령하려면 수수료로 연성제 5개를 주면 된다,{nl}고고학 임무를 통해 획득한 유물을 가지고 있다면 상단에서 보유하고 있는 다른 아이템으로 교환해주지.				케도라 상단원 게랄다손
QUEST_20220204_014132	To receive Archaeology Mission from Kedora Merchant Alliance, 5 Transmutors are needed as a fee.{nl}If you already have received Relic from Archaeology Mission, I'll exchange it for another item we have.	케도라 상단에서 주는 고고학 임무를 수령하려면 수수료로 연성제 5개를 주면 된다네,{nl}고고학 임무를 통해 획득한 유물을 가지고 있다면 상단에서 가지고 있는 다른 아이템으로 교환해줄 수도 있지.				유랑 상인 게랄다스
QUEST_20220204_014133	Archaeology Details	고고학 안내				
QUEST_20220204_014134	{@st66d_y}{s25}[Tip] Archaeology{/}{/}{nl} {nl} {nl}1. You can receive Archaeology Missions from {#003399}Geraldas Siblings NPC{/} in each town.{nl}2. In order to receive Archaeology Missions, {#003399}5 Transmutors{/}are needed,{#990000} and once you receive the mission, you cannot receive again for 10 minutes.{/}{nl}3. When you receive the mission, 3 {#330099}Excavation Area{/} will be added in the World Map (N) - [Archaeology] tab, and 3 relics can be received per area. {nl}4. When using Detector at {#330099}Excavation Area{/}, distance with the relic will appear as a text and when the distance with the relic is very close, {#330099}suspicious Pile of Soil{/} will be created.(suspicious Pile of Soil remains for 30 seconds.){nl}	{@st66d_y}{s25}[Tip] 고고학{/}{/}{nl} {nl} {nl}1. 고고학 임무는 각 마을에 위치한 {#003399}게랄다스 남매 NPC{/}를 통해서 수령할 수 있습니다.{nl}2. 고고학 임무를 수령하기 위해서는 {#003399}연성제 5개{/}가 필요하며,{#990000}임무 수령 후 10분간 재수령 불가능{/}합니다.{nl}3. 임무를 수령하게 되면 월드맵(N) - [고고학] 탭에 3개의 {#330099}발굴 가능 지역{/}이 추가되며, 지역 당 총 3개의 유물을 획득할 수 있습니다. {nl}4. {#330099}발굴 가능 지역{/}에서 탐지기 사용 시 유물과의 거리를 텍스트로 표시해주며 유물과의 거리가 매우 가까울 때 탐지기 사용 시 {#330099}수상한 흙더미{/}가 생성됩니다.(수상한 흙더미는 30초간 유지됩니다.){nl}				고고학 안내
QUEST_20220204_014135	{@st66d_y}{s25}[Tip] Archaeology{/}{/}{nl} {nl} {nl}5. You cannot progress the Archaeology Mission currently received when the number of relic detection trials exceeds 50 times. You need to receive a new mission. The number of relic detection trials reset when excavating the relic.{nl}6. Relic is divided into 3 ranks,{nl}{#990000}The less number of detection trials, the higher rank, the more number can be excavated.{/}{nl}7. {#330099}Detctor{/} can be purchased from {#003399}Item Merchant NPC{/}.	{@st66d_y}{s25}[Tip] 고고학{/}{/}{nl} {nl} {nl}5. 유물 탐지 시도 횟수가 50회를 초과할 시 현재 수령한 고고학 임무를 더 이상 진행할 수 없으며, 새로운 임무를 수령해야 합니다. 유물 탐지 시도 횟수는 유물 발굴 시 초기화됩니다.{nl}6. 유물은 총 3개의 등급으로 나뉘어져 있으며,{nl}{#990000}탐지 횟수가 적을 수록 더 높은 등급, 많은 갯수를 발굴{/}할 수 있습니다.{nl}7. {#330099}탐지기{/}는 각 마을에 위치한 {#003399}잡화 상인 NPC{/}에게서 구매할 수 있습니다.				고고학 안내
QUEST_20220204_014136	Memory of Flame	불꽃의 기억				
QUEST_20220204_014137	Goddess Gabija left something for you at the end of my memory.{nl}Will you enter my memory?	가비야 여신께서 제 기억의 끝자락에 당신을 위한 것을 남기셨습니다.{nl}기억 속으로 들어가시겠습니까?				불꽃의 기억
QUEST_20220204_014138	Delmore Entrance Message	델무어 입장 메세지				
QUEST_20220204_014139	Party members or players who used Auto Match can enter Saint's Sacellum: Goddess (Recommended Lv: 470) together.	델무어 격전지 : 가디스 (권장레벨:470)는 자동 매칭이나 당신과 파티를 맺은 플레이어와 함께 입장할 수 있습니다.				델무어 입장 메세지
QUEST_20220204_014140	We are buying Relief Supply from Revelator with {#003399}Kingdom Reconstruction Coin{/}.{nl}If you don't need them, please sell it to me.{nl}{#FF0000}※ Relief Supply you've sold cannot be re-purchased.{/}	계시자님께서 가지신 구호 물품을 {#003399}왕국 재건단 주화{/}로 매입하고 있습니다.{nl}필요로 하는 곳이 없다면 저에게 팔아주십시오.{nl}{#FF0000}※ 판매한 구호 물품은 재구매가 불가능합니다.{/}				[왕국 재건단]
QUEST_20220204_014141	{#0000FF}Unknown Sanctuary Guide{/}{nl}[What is Unknown Sanctuary?]{nl}You can enter Unknown Sanctuary from Lv.450.{nl}Obtain various items such as silver or items to upgrade Goddess equipment{nl}by hunting monsters in the sanctuary.	{#0000FF}미지의 성역 이용 안내{/}{nl}[미지의 성역이란?]{nl}미지의 성역은 460 레벨부터 입장이 가능합니다.{nl}성역 내의 몬스터를 처치하여 실버 및 가디스 장비 업그레이드 재화 등{nl}유용한 아이템을 획득할 수 있습니다.	QUEST_20210809_013821	{#0000FF}Unknown Sanctuary Guide{/}{nl}[What is Unknown Sanctuary?]{nl}You can enter Unknown Sanctuary from Lv.450.{nl}Obtain various items such as silver or items to upgrade Goddess equipment{nl}by hunting monsters in the sanctuary.	{#0000FF}미지의 성역 이용 안내{/}{nl}[미지의 성역이란?]{nl}미지의 성역은 450 레벨부터 입장이 가능합니다.{nl}성역 내의 몬스터를 처치하여 실버 및 가디스 장비 업그레이드 재화 등{nl}유용한 아이템을 획득할 수 있습니다.	미지의 성역
QUEST_20220204_014142	To enter the Unknown Sanctuary, the character must be Lv.460 or above, 6800 Gear Score, and 100 Attribute Achievement Rate.	미지의 성역을 이용하기 위해선 캐릭터 Lv 460 이상, 기어스코어 6800 및 특성 달성률이 100이 되어야 입장 가능합니다.	QUEST_20210809_013825	To enter the Unknown Sanctuary, the character must be Lv.450 or above, 470 Gear Score, and 100 Attribute Achievement Rate.	미지의 성역을 이용하 위해선 캐릭터 Lv 450 이상, 기어스코어 470 및 특성 달성률이 100이 되어야 입장 가능합니다.	미지의 성역
QUEST_20220204_014143	You can receive item that can extract item registered in the Equipment Storage,{nl} or Potion related to Reset, Equipment Type Change Tome.{nl} {nl} {nl}{#FF0000}※ Skill, Attribute, Arts Reset and Class Change Voucher can be received up to 5 times per character.{/}	장비 보관함에 등록된 아이템을 추출할 수 있는 아이템이나,{nl}초기화 관련 포션, 장비 계열 변경의 서를 획득할 수 있습니다.{nl} {nl} {nl}{#FF0000}※스킬, 특성, 아츠 초기화 및 클래스 변경권은 캐릭터당 5회까지 수령 가능합니다.{/}	QUEST_20211217_014011	You can receive item that can extract item registered in the Equipment Storage,{nl} or Potion related to Reset, Equipment Type Change Tome.{nl} {nl} {nl}{#FF0000}※ Skill, Attribute, Arts Reset and Class Change Voucher can be received up to 15 times per character.{/}	장비 보관함에 등록된 아이템을 추출할 수 있는 아이템이나,{nl}초기화 관련 포션, 장비 계열 변경의 서를 획득할 수 있습니다.{nl} {nl} {nl}{#FF0000}※스킬, 특성, 아츠 초기화 및 클래스 변경권은 캐릭터당 15회까지 수령 가능합니다.{/}	가디스 재료 교환 도우미
QUEST_20220204_014144	Will you operate?	동작 하시겠습니까?				None
QUEST_20220204_014145	Will you mount?	탑승 하시겠습니까?				None
QUEST_20220204_014146	Will you use?	사용 하시겠습니까?				None
QUEST_20220204_014147	[Event] Kupole Lhuta	[이벤트] 큐폴 루타				
QUEST_20220204_014148	We've prepared various presents to celebrate the 6th Anniversary!	6주년을 맞이해 다양한 선물을 준비했어요!				[이벤트] 큐폴 루타
QUEST_20220204_014149	[Event] 6th Anniversary Coin	[이벤트] 6주년 주화				
QUEST_20220204_014150	6th Anniversary Costume ([Event] Pink Scientist Costume Box, [Event] Turquoise Sweats Costume Box)	6주년 기념 코스튬([이벤트] 핑크색 과학자 코스튬 상자, [이벤트] 청록색 코스튬 상자)				[이벤트] 큐폴 루타
QUEST_20220204_014151	{/}.{nl}4. Complete 10 6th Anniversary Event Achievement and receive {#003399}	{/}을 획득하세요.{nl}4. 6주년 이벤트 업적 10개를 완료하면스컹크 컴패니언을 획득할 수 있는 {#003399}				[이벤트] 큐폴 루타
QUEST_20220204_014152	Skunk Egg	스컹크 알				
QUEST_20220204_014153	{/} and special{#003399}	{/}과 특별한{#003399}				[이벤트] 큐폴 루타
