SKILL_20150317_000001	Атака
SKILL_20190521_015671	Beautiful rose petals flutter around you.
SKILL_20190521_015672	* Decreases time of [Broom Trap]'s rotation by 1 second{nl}и increase  number of rotations by 2.5 cycles за каждый уровень атрибута.{nl}* Увеличивает потребление SP на 10%
SKILL_20190521_015673	* Applies  Bleeding Урон способности [Behead] пропорционально  target's максимальный показатель НР но снижает  duration of [Behead: Bleeding] by 50%.{nl} * Does not apply to boss monsters, и  amount of Bleeding will not exceed 5% of  caster's максимальный показатель НР{nl}* Увеличивает потребление SP на 30%
SKILL_20190611_015674	I will show you my true power!!
SKILL_20190611_015675	Target: #{CaptionRatio}#{nl}{#339999}{ol}[Threat]{/}{/}Длительность: #{CaptionTime}# Секунд{nl}* Duration уменьшится by 50% on bosses
SKILL_20190611_015676	Perform an upward swing with your weapon, launching an enemy. Deals increased damage to shocked enemies.{nl}Wagon Wheel cooldown is reset when Cartar Stroke is used to damage  enemy after damage from Wagon Wheel is dealt on  target.
SKILL_20190611_015677	Множитель навыка: #{SkillFactor}#%{nl}АоЕ Радиус: #{SkillSR}#{nl}Deals +50% damage у врагов against shocked enemies
SKILL_20190611_015678	Use your two-handed sword to adopt a defensive stance with chances of blocking attacks. Blocked enemies become vulnerable to Slash-type attacks from  user.
SKILL_20190611_015679	Block шанс: +#{CaptionRatio2}#%{nl}Maximum Holding Time: 5 Секунд{nl}Deals +{CaptionRatio3}#% damage on staggered enemies
SKILL_20190611_015680	Inflict damage у врагов by swinging your sword around и creating continuous attacks. Deals increased damage to shocked enemies и deals further damage when  enemy is mounted.
SKILL_20190611_015681	Множитель навыка: #{SkillFactor}#% x 5{nl}АоЕ Радиус: #{SkillSR}#{nl}Deals +#{CaptionRatio}#% damage on shocked enemies
SKILL_20190611_015682	Assume an active Ram Muay attack stance. Unlocks Nak Muay skills и converts basic attacks. Basic attack speed Увеличение with skill level.{nl}Враги поражённые способностью  basic attacks under Ram Muay stance become shocked for 5 Секунд. Nak Muay skills have 50% шанс to hit additionally against shocked enemies.
SKILL_20190611_015683	Strikes  lower half of  enemy.  targeted enemy becomes immobile for 1.5 Секунд. Дополнительный damage to Small-sized enemies и bosses. Can be used only when  Ram Muay buff активна.
SKILL_20190611_015684	Множитель навыка: #{SkillFactor}#% x 2{nl}+50% damage to Small-sized enemies и bosses{nl}Can be used after adopting  Ram Muay stance
SKILL_20190611_015685	Slash  enemy with your elbow to inflict [Bleeding] debuff on  enemy. Deals Дополнительный damage against knocked down enemies. Can be used only when  Ram Muay buff активна.
SKILL_20190611_015686	Множитель навыка: #{SkillFactor}#% x2{nl}[Bleeding] Длительность: #{CaptionTime}# Секунд{nl}* Duration limited to 3 Секунд against bosses{nl}Deals +50% Дополнительный damage against knocked down enemies{nl}Can be used after adopting  Ram Muay stance
SKILL_20190611_015687	Attack  enemy with a powerful kick.  kicked enemy spins и gets knocked down. Deals Дополнительный damage against immobile enemies. Can be used only when  Ram Muay buff активна.
SKILL_20190611_015688	Множитель навыка: #{SkillFactor}#%{nl}Deals +50% Дополнительный damage against immobile enemies{nl}Can be used after adopting  Ram Muay stance
SKILL_20190611_015689	Hit  enemy with a flying knee kick. Deals Дополнительный damage against enemies under [Te Trong] debuff. Can be used only when  Ram Muay buff активна.
SKILL_20190611_015690	Множитель навыка: #{SkillFactor}#%{nl}Deals +100% Дополнительный damage against enemies under [Te Trong] debuff{nl}Can be used after adopting  Ram Muay stance
SKILL_20190611_015691	Applies a buff that changes  cooldown of Te Kha, Sok Chiang, Te Trong и Khao Loi to 0.5 Секунд и Увеличение  шанс of [Ram Muay] buff to cause Дополнительный hits. After  buff expires,  cooldown of Te Kha, Sok Chiang, Te Trong и Khao Loi applies as 30 Секунд.
SKILL_20190611_015692	Длительность: #{CaptionRatio}# Секунд{nl}Chacne to hit additionally Увеличение by +#{CaptionRatio2}#%
SKILL_20190611_015693	Aim at  upper part of  enemy и slash.{nl}Deals Дополнительный damage to targets under [Shock] debuff.
SKILL_20190611_015694	Множитель навыка: #{SkillFactor}#% x 4{nl}АоЕ Радиус: #{SkillSR}#{nl}Deals +50% damage у врагов under [Shock] debuff
SKILL_20190611_015695	Charge forward и deal damage и applies  [Shock] debuff to enemies you come in contact with. Your Физический и magic defense increase momentarily после использования способности Cavalry Charge.
SKILL_20190611_015696	Множитель навыка: #{SkillFactor}#%{nl}АоЕ Радиус: #{SkillSR}#{nl}Увеличение Физический и Magic DEF by +100%{nl}[Cavalry Charge] Длительность эффекта: 5 Секунд{nl}[Shock] Длительность: 10 Секунд
SKILL_20190611_015697	Множитель навыка: #{SkillFactor}#% x 5{nl}Debuff Длительность: 10 Секунд{nl}Slash Attack Урон: +50%{nl}Damage +100% to frozen и Ice-property enemies
SKILL_20190611_015698	Continuously cut down enemies in front of you with a one-handed sword.  skill's AoE attack ratio Увеличение by 10 while  Cavalry Charge buff активна.{nl}Additonal damage against enemies under [Bleeding] or [Shock] debuff.
SKILL_20190611_015699	Множитель навыка: #{SkillFactor}#% x 5{nl}АоЕ Радиус: #{SkillSR}#{nl}Deals +25% damage у врагов under [Bleeding] и [Shock] debuff
SKILL_20190611_015700	Rush to attack an enemy и return to your position. Your movement speed Увеличение momentarily после использования способности Infinite Assault.{nl}When  skill is used while  user is under [Cavalry Charge] buff,  duration of [Cavalry Charge] buff повышает на 1.5 Секунд.{nl}{#00113F}Увеличение  Дополнительный damage against enemies under [Warcry] debuff by [Skill Lv]x10%.{nl}
SKILL_20190611_015701	Strike  enemy's head for a шанс to afflict  enemy with [Stun] и [Slow] debuffs.{nl}{#00113F}If  Frenzy buff активна,  attack range of Helm Chopper Увеличение и Stun duration changes to 4 Секунд.{/}
SKILL_20190611_015702	Множитель навыка: #{SkillFactor}#% x2{nl}АоЕ Радиус: #{SkillSR}#{nl}[Stun] Длительность: #{CaptionRatio}# Секунд{nl}[Slow] Длительность: 5 Секунд
SKILL_20190611_015703	Физическая атака: -#{CaptionRatio}#%{nl}Магическая атака: -#{CaptionRatio}#%{nl}Уклонение: -#{CaptionRatio2}#%{nl}Урон от Magic Circle и атак с непрерывным эффектом: +#{CaptionRatio3}#%{nl}{#339999}{ol}[Lethargy]{/}{/} продолжительность: #{CaptionTime}# секунд
SKILL_20190611_015704	Множитель навыка: #{SkillFactor}#% x 2{nl}{#339999}{ol}[Freeze]{/}{/} Длительность: #{CaptionTime}# Секунд
SKILL_20190611_015705	Множитель навыка: #{SkillFactor}#%{nl}{#339999}{ol}[Freeze]{/}{/} Длительность: #{CaptionTime}# Секунд
SKILL_20190611_015706	Множитель навыка: #{SkillFactor}#%{nl}Ice Wall Tiles: #{CaptionRatio}#{nl}{#339999}{ol}[Freeze]{/}{/} Длительность: #{CaptionRatio2}# Секунд{nl}Ice Wall Длительность: #{CaptionTime}# Секунд
SKILL_20190611_015707	Create a curtain of ice for defence to block enemy attacks. Successfully blocking  enemy's attack снижает  damage received by half и freezes  attacking enemy.
SKILL_20190611_015708	Duration 25 Секунд{nl}шанс of inflicting {#339999}{ol}[Freeze]{/}{/} #{CaptionRatio2}#%{nl}{#339999}{ol}[Freeze]{/}{/} duration #{CaptionRatio}# секунд{nl}Defense range: 50
SKILL_20190611_015709	Множитель навыка: #{SkillFactor}#%{nl}Magic DEF: -#{CaptionRatio}#%{nl}Время применения: #{CaptionTime}# Секунд{nl}Consumes Rune Stone x1
SKILL_20190611_015710	Throw an ice sphere to deal damage.{nl}Maximum Critical шанс is повысится when  enemy  {#00113F}Debuffed enemies attacked with Rune of Ice become frozen for 3 Секунд.{/}
SKILL_20190611_015711	Множитель навыка: #{SkillFactor}#% x2{nl}Время применения: #{CaptionTime}# Секунд{nl} Consumes Rune Stone x1
SKILL_20190611_015712	Turn you or an ally into a giant. Giant players are considered Large-type и have their HP и defense increased. Limited usage of skills.{nl}{#00113F}If there is a Shoggoth among your призываемых существ when using this skill,  Shoggoth will also receive  effects of Rune of Giants for 30 Секунд.{nl}Appiles a шанс to cast Earthquake when performing jumping attacks while turned into a giant (Basic attack Урон повысится when  caster has not learned  Earthquake skill).
SKILL_20190611_015713	Giant Size Длительность: #{CaptionTime}# Секунд{nl}Defense, максимальный показатель НР: +#{CaptionRatio}#%{nl}Movement Speed: +#{CaptionRatio2}#{nl}Consumes Rune Stone x1
SKILL_20190611_015714	Множитель навыка: #{SkillFactor}#% x5{nl}Время применения: #{CaptionTime}# Секунд{nl}Consumes Rune Stone x1
SKILL_20190611_015715	Damage received while casting: -#{CaptionRatio}#%{nl}Длительность: #{CaptionRatio2}# минут{nl}Время применения: #{CaptionTime}# Секунд{nl}Consumes Rune Stone x1
SKILL_20190611_015716	Множитель навыка: #{SkillFactor}#%{nl}Время применения: #{CaptionTime}# Секунд{nl}Consumes Rune Stone x1
SKILL_20190611_015717	Sharp thorns rise from within  shadow of an enemy, dealing damage. Applies [Ослепление] debuff to enemies for 3 Секунд when hit. Shadow Thorn cannot be blocked or evaded.
SKILL_20190611_015718	Множитель навыка: #{SkillFactor}#%{nl}Ignores 25% defense of enemies under [Ослепление] debuff
SKILL_20190611_015719	Множитель навыка: #{SkillFactor}#% x 5 maximum{nl}[Blind] Длительность: 10 Секунд
SKILL_20190611_015720	Deals damage to cursed enemies from afar. Deals Дополнительный damage on every third cast when used in succession.{nl}Damage increased against enemies under [Ослепление] debuff.
SKILL_20190611_015721	Множитель навыка: #{SkillFactor}#%{nl}Attack bonus on 3rd hit: #{CaptionRatio}# to #{CaptionRatio2}#x{nl}Damage against enemies under [Ослепление] debuff increased by +25%
SKILL_20190611_015722	Instruct your summoned zombies to celebrate.  zombies will deal damage to anything they touch и become immune to Опрокидывание и knockdowns.  average STR stat of  zombies are повысится as Дополнительный damage.{nl}Deals increased damage against enemies under [Ослепление] debuff.
SKILL_20190611_015723	Множитель навыка: #{SkillFactor}#%{nl}Maximum Длительность: 10 Секунд{nl}Damage increased against enemies under [Ослепление] debuff increased by 24%{nl}Requires summoned zombies
SKILL_20190611_015724	Detonates zombies near  targeted area и deals damage to nearby enemies.{nl}Deals increased damage against enemies under [Ослепление] debuff.
SKILL_20190611_015725	Множитель навыка: #{SkillFactor}#%{nl}Damage against enemies under [Ослепление] debuff increased by +25%
SKILL_20190611_015726	Fire 5 arrows in an arc in front of you.{nl}Deals 50% Дополнительный damage to targets under [Slow] debuff.
SKILL_20190611_015727	Aim at an enemy in a steady posture. Увеличение  Урон способности Missile attacks, applying an even higher increase to Bow attacks.
SKILL_20190611_015728	Damage +#{CaptionRatio}#% on non-bow Missile attacks{nl}Damage +#{CaptionRatio2}#% on bow Missile attacks{nl}Длительность: 30 минут
SKILL_20190611_015729	Fires a spiraling arrow that deals multiple hits to a target. Using multiple Spiral Arrows on an enemy Увеличение  number of consecutive hits. Spiral Arrow also ignores part of  target's defense и applies increased Критический урон.{nl}Deals 50% Дополнительный damage to targets under [Slow] debuff.
SKILL_20190611_015730	Hide Sapper installations installed by  player from enemies.
SKILL_20190611_015731	Fire a barbed arrowhead. Deals a number of hits depending on an enemy's defense type.{nl}Deals 50% Дополнительный damage against [Bleeding] enemies.
SKILL_20190611_015732	Fire an arrow that, upon hitting an enemy, Создаёт a cross-shaped explosion. Grants a шанс to apply Burn debuff to enemies for 10 Секунд upon hit.
SKILL_20190611_015733	Множитель навыка: #{SkillFactor}#%{nl}Explosion Множитель навыка: #{SkillFactor}#%{nl}[Burn] Длительность: 10 Секунд{nl}Consumes Hail Mary Arrow x1
SKILL_20190611_015734	Fire an arrow, igniting flames that inflict damage to enemies. Targets that step on  flames receive continuous damage. Targets that escape  flames are afflicted by [Magic Arrow] debuff that lasts 1.5 Секунд that cause 50% damage periodically.
SKILL_20190611_015735	Множитель навыка: #{SkillFactor}#% каждые 0.5 Секунд{nl}Длительность: 10 Секунд{nl}[Magic Arrow] damage interval: 0.3 Секунд{nl}Consumes Magic Arrow x1
SKILL_20190611_015736	Play  flute to stun nearby enemies. If used against hidden enemies,  hiding effects are canceled и they become stunned.
SKILL_20190611_015737	Множитель навыка: #{SkillFactor}#% каждые second{nl}Range: 160{nl}[Stun] Длительность: #{CaptionRatio}# Секунд{nl}Максимальный уровень: 1
SKILL_20190611_015738	Restores  HP of a designated target.  amount of HP restored depends on  caster's Heal Factor.{nl}Repeated casting Увеличение SP consumption that is dependent on  player's SPR stat.{nl}{#00113F}Bonus effects are повысится when  caster has advanced into certain classes ( bonus effects stack):{nl}* Priest: SP consumption уменьшится by 25, [Heal: Overload] duration уменьшится by 0.3 Секунд, Heal Factor increased by 5%{nl}* Pardoner: SP consumption уменьшится by 50{nl}* Plague Doctor: [Heal Overload] duration уменьшится by 0.7 Секунд{nl}* Kabbalist: Heal Factor increased by 10%{/}
SKILL_20190611_015739	Guardian Saint Длительность: 30 минут{nl}Healing: +#{CaptionRatio}#%
SKILL_20190611_015740	Множитель навыка: #{SkillFactor}#% каждые 0.5 Секунд{nl}Targets: #{CaptionRatio2}#{nl}Maximum Длительность: 4 Секунд
SKILL_20190611_015741	Use your trained fists to attack an enemy in quick succession. Basic attacks apply as two-handed.{nl}Дополнительный Holy-property hits are повысится when  player's HP falls below 40%.
SKILL_20190611_015742	Множитель навыка: #{SkillFactor}#% x2{nl}Basic attack speed: +#{CaptionRatio}#{nl}Дополнительный Holy-property hits: +#{CaptionRatio2}#
SKILL_20190611_015743	Extend your fist from a close distance to destroy  enemy from  inside.  attacked enemy will lose SP и gradually lose HP in amounts depending on  caster и  target's SPR stat.{nl}Absorbs 25% of  target's lost SP when  caster is under  effects of Golden Bell Shield.
SKILL_20190611_015744	Use to reset  cooldown time и momentarily increase  Урон способности Monk skills.{nl} buff also grants immunity to Опрокидывание и knockdown и other general status ailments.
SKILL_20190611_015745	Grass temporarily grows in  targeted area. Monsters within  targeted area become Plant-type monsters и become будут поражены эффектом Rash debuff for continuous damage. Allies who step on  area receive  Floral Scent buff и have their HP restored.{nl}{#00113F}If  Statue of Goddess Zemyna buff активна, Floral Scent restores 10% more HP.{/}{nl} type-changing effect on bosses vary depending on  grade of  boss.{nl}* Unique Raid Boss: 50%{nl}* Legend Raid Boss: 25%{nl}* Boruta: 12.5%
SKILL_20190611_015746	Grants  target regenerative abilities.  target recovers HP if  target's HP is below that of what was left when they received  buff.
SKILL_20190611_015747	Heal Factor: #{CaptionRatio}#% каждые 5 Секунд{nl}Длительность: 45 Секунд
SKILL_20190611_015748	Imbues allies with  power of  goddess. снижает damage received from enemies when under  buff's effect и reflects  remainder damage on  attacking enemy. Effects are not повысится on certain boss monsters и  buff is removed after reflected Урон dealt у врагов.{nl}{#00113F}Enemies are повысится with Great Curse when Revenged Sevenfold's effects are activated while Omikuji buff активна.{/}
SKILL_20190611_015749	Длительность: #{CaptionTime}# Секунд{nl}Damage received: -#{CaptionRatio}#%
SKILL_20190611_015750	Use  power of Kabbalah to summon serpents that attack your enemies и remove debuffs from allies periodically.
SKILL_20190611_015751	Множитель навыка: #{SkillFactor}#% каждые 2  Секунд{nl}Removes 1 ally debuff every 2 Секунд{nl}Длительность: 10 Секунд{nl}Target: 10
SKILL_20190611_015752	Длительность: #{CaptionTime}# Секунд{nl}максимальный показатель НР: +#{CaptionRatio}#%
SKILL_20190611_015753	Heal Factor: #{CaptionRatio}#% каждые 0.5 Секунд{nl}Длительность: #{CaptionTime}# Секунд{nl}Consumes Holy Water x10
SKILL_20190611_015754	Changes  type of enemies within range to Demon. Changed targets take 10% Дополнительный damage from Holy-property attacks.{nl} duration of  effect on bosses vary depending on  grade of  boss.{nl}* Unique Raid Boss: 50%{nl}* Legend Raid Boss: 25%{nl}* Boruta: 12.5%
SKILL_20190611_015755	Clap your hands twice. Увеличение  duration of ally installations in  proximity (Ice Wall и Spike Shooter not included).{nl}Skill effects do not stack.
SKILL_20190611_015756	Temporarily Увеличение  player's critical шанс и снижает  enemy's block when attacking enemies from behind.
SKILL_20190611_015757	Critical шанс: +#{CaptionRatio}#%{nl}Block: -#{CaptionRatio}#%{nl}Длительность: #{CaptionTime}# Секунд
SKILL_20190611_015758	Множитель навыка: #{SkillFactor}#% x2{nl}АоЕ Радиус: #{SkillSR}#{nl}[Stun] Длительность: #{CaptionRatio2}# Секунд{nl}Critical шанс: #{CaptionRatio}#%
SKILL_20190611_015759	Become vulnerable to slash attacks.
SKILL_20190611_015760	Tire Tracks
SKILL_20190611_015761	Hit by [Wagon Wheel]. Casting [Cartar Stroke] resets [Wagon Wheel] cooldown
SKILL_20190611_015762	Fall
SKILL_20190611_015763	Hides  installation set up by  player
SKILL_20190611_015764	Unable to recover HP.
SKILL_20190611_015765	Changes  cooldown of Te Kha, Sok Chiang, Te Trong и Khao Loi to 0.5 Секунд
SKILL_20190611_015766	Blind
SKILL_20190611_015767	Broken Leg
SKILL_20190611_015768	Movement Speed {img red_down_arrow 16 16}10
SKILL_20190611_015769	Immune to Status Ailments
SKILL_20190611_015770	Grants immunity to status ailments when using Steed Charge, Joust, Rhongomiant и Dragon Fall
SKILL_20190611_015771	Immunity to Status Ailments of Rank 3 и Below
SKILL_20190611_015772	Marking
SKILL_20190611_015773	Visible to enemies even when in stealth.
SKILL_20190611_015774	One-handed sword - Damage increase
SKILL_20190611_015775	Damage +10% when using one-handed swords
SKILL_20190611_015776	Zucken, Redel damage increased
SKILL_20190611_015777	Zucken, Redel damage +30%
SKILL_20190611_015778	Fanning Flag
SKILL_20190611_015779	Rubric Flag
SKILL_20190611_015780	Skiaclipse - Benevolence
SKILL_20190611_015781	Healing: {img green_up_arrow 16 16} (5 x number of stacks)%
SKILL_20190611_015782	Skiaclipese - Assault
SKILL_20190611_015783	Урон: {img green_up_arrow 16 16} (1.24 x number of stacks)%{nl}Threat: -(5 x number of stacks)%
SKILL_20190611_015784	Skiaclipse - Iron Wall
SKILL_20190611_015785	Damage received: -(1.25 x number of stacks)%
SKILL_20190611_015786	Skiaclipse - Exalt
SKILL_20190611_015787	максимальный показатель НР: {img green_up_arrow 16 16} (5 x number of stacks)%
SKILL_20190611_015788	All damage received within  Tomb of  White Crow is уменьшится by 10%.
SKILL_20190611_015789	Sunfish Power
SKILL_20190611_015790	 power of  sunfish endows you with  following attributes.{nl}Физический ATK +200{nl}Magic ATK +200{nl}Movement Speed +5{nl}Looting шанс +1000{nl}(Buff effects are only повысится when in general fields и are not повысится when  player is in instanced, mission or PvP areas)
SKILL_20190611_015791	NA
SKILL_20190611_015792	NA
SKILL_20190611_015793	NA
SKILL_20190611_015794	NA
SKILL_20190611_015795	NA
SKILL_20190611_015796	NA
SKILL_20190611_015797	NA
SKILL_20190611_015798	NA
SKILL_20190611_015799	NA
SKILL_20190611_015800	NA
SKILL_20190611_015801	* Возможность носить [Кожанная броня]{nl}* Когда экипированно 4 части Кожанной брони, шанс критического урона повышает на 20% (Максимальный предел критического шанса также повышен на 10%){nl}* Когда экипированно 4 части Кожанной брони, физический и магический урон повышен на 15%
SKILL_20190611_015802	* Увеличение [Acrobatic Mount]'s mounted skill damage increasing effects на 0.5% за каждый уровень атрибута{nl}* Дает +10% на максимальном уровне
SKILL_20190611_015803	* Враги поражённые способностью Evil Spirits имеют 10% шанс за каждый уровень атрибута быть пораженными эффектом [Ослепление] for 10 Секунд{nl}* Увеличивает потребление SP на 10%
SKILL_20190611_015804	* Создаёт a copy of ally installations within  range of [Micro Dimension]{nl}* Cloned targets will not be further duplicated{nl}* Увеличивает потребление SP на 30%
SKILL_20190611_015805	* Увеличение  range of ally magic circles и continuous area effect skills within  range of [Ultimate Dimension] by 10%{nl}* Увеличивает потребление SP на 30%
SKILL_20190611_015806	High Anchoring: Single Shot
SKILL_20190611_015807	* снижает  cooldown of [Barrage], [Spiral Arrow] и [Bounce Shot] by 15 Секунд when a single enemy is attacked with [High Anchoring]{nl}* Увеличивает потребление SP на 20%
SKILL_20190611_015808	* Attacking enemies blinded as a result of [Sonic Strike] applies  [Confusion] debuff{nl}* Confused enemies have their Физический defense уменьшится и Физический attack increased by attribute level x 0.5%{nl}* Увеличивает потребление SP на 50%
SKILL_20190611_015809	* Враги поражённые способностью [Effigy] имеют 10% шанс за каждый уровень атрибута of becoming будут поражены эффектом [Ослепление] for 5 Секунд{nl}* Увеличивает потребление SP на 10%
SKILL_20190611_015810	* [Hand Knife] attacks ignore  enemy's defense by 4% за каждый уровень атрибута{nl}* Увеличивает потребление SP на 30%
SKILL_20190611_015811	Healing Factor: Heal Party
SKILL_20190611_015812	* [Healing Factor]'s effects are повысится to all party members. Увеличение  duration of Healing Factor to 10 Секунд while  skill interval is уменьшится to 2.5 Секунд{nl}* Only 60% of  caster's Heal Factor is повысится to party members.
SKILL_20190611_015813	* [Ein Sof]'s effects are повысится to all party members.  effects и duration of  skill is уменьшится by half{nl}* Увеличивает потребление SP на 50%
SKILL_20190611_015814	* Увеличение [Tree of Sepiroth]'s Heal Factor на 0.5% за каждый уровень атрибута{nl}* Дает +10% на максимальном уровне
SKILL_20190611_015815	* If you become incapable of combat during [Fanaticism], your skills' cooldown is reset и you survive with 1 HP for 2 Секунд за каждый уровень атрибута{nl}* After that duration, you become incapable of combat{nl}* Skill duration уменьшится by half under PvP environments{nl}* Увеличивает потребление SP на 10%
SKILL_20190611_015816	* Враги поражённые способностью [Behead] will be будут поражены эффектом [Silence] debuff for 5 Секунд{nl}[Silence] duration уменьшится by half in PvP environments{nl}* Увеличивает потребление SP на 10%
SKILL_20190618_015817	 Dionys Cub blesses you with  power of  Twilight Star.{nl}Увеличение your AoE Attack Ratio by +3.
SKILL_20190621_015818	Victory Cube Trader
SKILL_20190621_015819	You cannot obtain any more Victory Cubes for  duration of  buff.
SKILL_20190702_015820	Увеличение  DEF of  caster и nearby allies temporarily.  increase in DEF is proportional to  caster's DEF value.
SKILL_20190702_015821	DEF increased by #{CaptionRatio}#% of  caster's DEF{nl}Длительность: 30 Секунд{nl}Consumes Lensterseum x1
SKILL_20190702_015822	[Heal] skill also recovers  HP of allies near  target.{nl}HP recovery is proportional to  amount of HP recovered.
SKILL_20190702_015823	HP Recovery #{CaptionRatio}#%{nl}Длительность: #{CaptionTime}# Секунд{nl}Consumes Lensterseum x1
SKILL_20190702_015824	Damage received is уменьшится as  player HP is lowered.  уменьшится Урон increased пропорционально  player's lost HP и максимальный показатель НР.
SKILL_20190702_015825	Длительность: 30 Секунд{nl}Consumse Lensterseum x1
SKILL_20190702_015826	Увеличение Healing by +30% и снижает  SP consumption of skills
SKILL_20190702_015827	SP consumption уменьшится by -#{CaptionRatio}#%{nl}Длительность: 40 Секунд{nl}Consumes Lensterseum x1
SKILL_20190702_015828	Accumulates  damage dealt over 3 Секунд then deals  accumulated damage divided over 3~7 hits.
SKILL_20190702_015829	Длительность: #{CaptionRatio}# Секунд{nl}Consumes Riperium x1
SKILL_20190702_015830	Apsauga's Reinforcement
SKILL_20190702_015831	Bendrinti's Benevolence
SKILL_20190702_015832	[Heal] skill also recovers  HP of allies near  target.
SKILL_20190702_015833	Goduma's Barrier
SKILL_20190702_015834	Damage received is уменьшится as  player's HP lowers.
SKILL_20190702_015835	Gymas' Conviction
SKILL_20190702_015836	Увеличение Healing by +30% и снижает  SP consumption of skills.
SKILL_20190702_015837	Smugis' Counterattack
SKILL_20190702_015838	Accumulates  damage dealt over 10 Секунд then deals  accumulated damage divided over 7 hits.
SKILL_20190702_015839	Bendrinti: Heal
SKILL_20190702_015840	Knockdown Дополнительный Damage
SKILL_20190702_015841	Smugis' Counterattack: Damage
SKILL_20190706_015842	20% шанс of dealing 5,000 to 8,000 damage to a nearby enemy.
SKILL_20190723_015843	Множитель навыка: #{SkillFactor}#% каждые 0.3 Секунд{nl}Maximum Длительность: 3.5 Секунд
SKILL_20190723_015844	Fire a contagious poison arrow.  poisoned target spreads poison around to nearby enemies every time it is attacked. {nl}Continuous poison Урон not categorized as a missile-property attack.
SKILL_20190723_015845	Fire a poisonous arrow that deals continuous damage for a long period of time.  stronger  poison,  higher  damage.{nl}Continuous poison Урон not categorized as a missile-property attack.
SKILL_20190723_015846	Receives amplified magic damage when taking damage from magic attacks
SKILL_20190723_015847	* Flying monsters affected by [Throw Rete] fall to  ground и take damage.{nl}* Airborne characters are returned to  ground{nl}* Damage taken: 100%{nl}* Увеличивает потребление SP на 10%
SKILL_20190802_015848	Увеличение Физический attack damage through  power of determination.
SKILL_20190802_015849	снижает incoming damage from enemies through  power of determination.
SKILL_20190802_015850	Damage Taken: -#{CaptionRatio}#%{nl}Длительность: 30 минут
SKILL_20190802_015851	Liberate
SKILL_20190802_015852	Unleashes your power within to draw nearby enemies. You gain increased Threat from monsters with every attack for  duration of  buff.
SKILL_20190802_015853	Threat increase: +500%{nl}Длительность: 30 Секунд{nl}Max. level 1
SKILL_20190802_015854	снижает  incoming Физический и Magic Damage и Увеличение  AoE Defense Ratio of  caster.{nl}Max. level that can be reached using items и skill effects is 7.
SKILL_20190802_015855	Switch into an active defense stance using your shield to increase your block. Caster's attack is lowered during [High Guard] но grants a force shield that Увеличение its efficacy пропорционально  DEF value of  caster's equipped shield when an attack is blocked.  caster cannot block attacks during [High Guard: Shield] buff активна и  buff does not stack with [High Guard].{nl}Unequipping  shield or re-using  skill while  buff активна undoes its effect.{nl}(Skill is not compatible with automatic weapon swap.)
SKILL_20190802_015856	#{CaptionRatio}#% of [Shield DEF value] is повысится as force field{nl}Damage to enemies уменьшится by -#{CaptionRatio2}#%{nl}[High Guard] druation: 30 минут{nl}[High Guard: Shield] Длительность: #{CaptionTime}# Секунд
SKILL_20190802_015857	Увеличение DEF пропорционально  DEF value of  equipped shield.{nl} buff is removed when  player does not имеют shield equipped when swapping weapons(including automatic weapon swap).{nl}{#00113F}Does not stack with Epee Garde.
SKILL_20190802_015858	Stab an enemy with successive strikes. Damage Увеличение with increased number of stabs.{nl}{#00113F}Max. number of hits is increased when , находящихся под действием эффекта  [Dragoon Helmet] or [Initiate] buff.{/}
SKILL_20190802_015859	Deal damage to enemies by piercing them.  larger an enemy is,  more consecutive hits you deal.{nl}{#00113F} number of consecutive hits повышает на 1 when , находящихся под действием эффекта [Dragoon Helmet] or [Initiate] buff.{/}
SKILL_20190802_015860	Switch into  Finestra stance to attack. Понижает ваш Уклонение, но applies Дополнительный Критический урон to your spear attacks.  Finestra buff is canceled if you change to a weapon other than a spear.{nl}Block шанс is increased , когда экипирован вместе с shield.
SKILL_20190802_015861	Дополнительный Критический урон: +#{CaptionRatio}#%{nl}Уклонение: -20%{nl}Block шанс while equipped with a shield: +#{CaptionRatio2}#%{nl}Длительность: #{CaptionRatio}# Секунд
SKILL_20190802_015862	Use your weapon и shield to attack. Using a two-handed Pierce weapon blocks enemy Физический attacks и triggers a counter.  counter lands as a critical attack that stuns  enemy for 2 Секунд.{nl}Strike attacks are повысится with an ATK value proportionate to  DEF value of  equipped shield и character's DEF value.
SKILL_20190802_015863	Множитель навыка: #{SkillFactor}#%{nl}{nl}АоЕ Радиус: #{SkillSR}#{nl}Strike Attack{nl}- 65% of [Shield DEF + Basic Физический DEF]
SKILL_20190802_015864	Nullifies  Физический defense of your equipped shield, но Увеличение  critical power of your Pierce-type attacks.{nl}{#00113F}If you have  Rodelero class in your build, your shield's Физический defense is not nullified.{/}
SKILL_20190802_015865	Grab your target и swing them in  air, stunning them и making them vulnerable to Strike attacks (Only 50% of  Физический ATK value is повысится in this case). Repeatedly use  skill while your target is held to headbutt them и deal damage to nearby enemies.{nl}Your damage taken is уменьшится by 50% и damage dealt повышает на 50% when equipped with Cassis Crista.
SKILL_20190802_015866	Rotate your spear using centrifugal force to attack an enemy. Spear attacks increase критический урон и two-handed spear attacks ignore 50% of  enemy's defense.
SKILL_20190802_015867	Множитель навыка: #{SkillFactor}#% x6{nl}Final damage increased by +10% when critical attack occurs
